Keyword,LV1,Search UV,PDP UV,A2C_UV,Order_UV,GMV,ASP,ARPU,Found Number,E. Items,Cluster,,
hanger,Laundry & Cleaning,199.00,121.00,71.00,31.00,78.10,2.00,2.52,209852.00,632.00,GM,,
high lighter makeup,Health & Beauty,199.00,129.00,54.00,19.00,51.39,2.57,2.70,28060.00,490.00,FMCG,,
huawei band 6,TV Audio Video Gaming & Wearables,199.00,102.00,33.00,4.00,387.33,64.55,96.83,786.00,454.00,EL,,
gift box for girls,Stationery & Craft,199.00,36.00,2.00,0.00,0.00,0.00,0.00,46280.00,469.00,GM,,
pumps for women,Fashion,199.00,95.00,6.00,4.00,24.05,6.01,6.01,4100.00,983.00,Fashion,,
wb by hemani,Health & Beauty,199.00,57.00,20.00,12.00,50.82,3.63,4.23,1411.00,980.00,FMCG,,
bicycle,Sports & Outdoors,198.00,65.00,6.00,0.00,0.00,0.00,0.00,512805.00,338.00,GM,,
kids,Fashion,198.00,40.00,6.00,2.00,10.93,5.46,5.46,2136041.00,530.00,Fashion,,
cricket kit,Sports & Outdoors,198.00,88.00,12.00,2.00,55.96,27.98,27.98,414.00,413.00,GM,,
i phone 6,Mobiles & Tablets,198.00,21.00,2.00,0.00,0.00,0.00,0.00,630158.00,178.00,EL,,
drone camera 4k,Cameras,198.00,90.00,9.00,0.00,0.00,0.00,0.00,1259.00,252.00,EL,,
iphone 8 plus mobile phone,Mobiles & Tablets,197.00,13.00,2.00,0.00,0.00,0.00,0.00,57872.00,269.00,EL,,
girls bag,Bags and Travel,198.00,73.00,11.00,3.00,10.21,3.40,3.40,120404.00,992.00,Fashion,,
camera pen,Cameras,198.00,55.00,8.00,0.00,0.00,0.00,0.00,4258.00,470.00,EL,,
bracelets for girls,Watches Sunglasses Jewellery,198.00,75.00,20.00,7.00,19.66,2.46,2.81,120512.00,460.00,Fashion,,
baking oven,Home Appliances,198.00,102.00,12.00,0.00,0.00,0.00,0.00,127755.00,788.00,EL,,
vivo y33s mobile,Mobiles & Tablets,198.00,72.00,15.00,2.00,418.29,209.15,209.15,8758.00,197.00,EL,,
dr rashel products,Health & Beauty,198.00,80.00,23.00,10.00,57.65,5.76,5.76,3120.00,470.00,FMCG,,
shose for girls,Fashion,198.00,73.00,6.00,1.00,4.38,4.38,4.38,180558.00,1018.00,Fashion,,
sam sung mobile phone,Mobiles & Tablets,198.00,81.00,8.00,0.00,0.00,0.00,0.00,824920.00,300.00,EL,,
lip tint,Health & Beauty,197.00,118.00,63.00,22.00,48.05,2.00,2.18,18949.00,594.00,FMCG,,
hijab caps for girls,Fashion,197.00,104.00,30.00,12.00,34.92,2.49,2.91,63493.00,410.00,Fashion,,
jewelry box,Watches Sunglasses Jewellery,197.00,85.00,17.00,8.00,56.32,6.26,7.04,548332.00,587.00,Fashion,,
cross body bags for girls,Bags and Travel,197.00,117.00,30.00,2.00,10.61,5.31,5.31,14742.00,818.00,Fashion,,
note 10 pro,Mobiles & Tablets,197.00,104.00,68.00,34.00,27356.63,189.98,804.61,34606.00,174.00,EL,,
winter caps for women,Fashion,198.00,88.00,25.00,10.00,65.82,6.58,6.58,365017.00,1018.00,Fashion,,
bangles for women,Watches Sunglasses Jewellery,197.00,101.00,20.00,4.00,18.50,4.63,4.63,221133.00,1401.00,Fashion,,
girl watches,Watches Sunglasses Jewellery,196.00,81.00,24.00,9.00,40.70,3.70,4.52,559870.00,618.00,Fashion,,
mezan cooking oil,Groceries,196.00,121.00,79.00,35.00,1120.60,27.33,32.02,74.00,71.00,FMCG,,
redme note 10,Mobiles & Tablets,197.00,51.00,10.00,1.00,2.35,1.18,2.35,29849.00,260.00,EL,,
vape pen,Motors,197.00,28.00,1.00,0.00,0.00,0.00,0.00,24242.00,238.00,GM,,
sports bra,Sports & Outdoors,197.00,106.00,35.00,10.00,65.82,5.48,6.58,14407.00,308.00,GM,,
geyser,Home Appliances,197.00,116.00,22.00,5.00,330.25,55.04,66.05,894.00,348.00,EL,,
zipper hoodies for men,Fashion,197.00,111.00,21.00,6.00,34.31,4.90,5.72,35437.00,1028.00,Fashion,,
tool kit,Tools DIY & Outdoor,197.00,88.00,26.00,4.00,67.18,16.79,16.79,450955.00,991.00,GM,,
hot water bottle,Sports & Outdoors,196.00,108.00,41.00,18.00,90.41,4.11,5.02,16610.00,428.00,GM,,
cheese,Groceries,196.00,83.00,19.00,2.00,2.70,1.35,1.35,25115.00,424.00,FMCG,,
gaming laptop,Computers & Laptops,197.00,118.00,17.00,1.00,947.61,947.61,947.61,80523.00,268.00,EL,,
wifi router,Computers & Laptops,197.00,103.00,27.00,10.00,275.64,21.20,27.56,5533.00,301.00,EL,,
chocolate boxes,Groceries,196.00,64.00,16.00,5.00,17.82,2.55,3.56,10048.00,698.00,FMCG,,
pop,Toys & Games,196.00,73.00,17.00,10.00,34.98,3.50,3.50,74930.00,592.00,GM,,
bioaqua products,Health & Beauty,195.00,95.00,41.00,21.00,70.21,2.93,3.34,8550.00,470.00,FMCG,,
snacks,Groceries,196.00,64.00,20.00,7.00,14.18,1.77,2.03,375856.00,742.00,FMCG,,
sex doll,Fashion,196.00,26.00,2.00,1.00,20.91,10.46,20.91,1878.00,250.00,Fashion,,
barbie doll,Toys & Games,195.00,89.00,13.00,1.00,49.88,6.23,49.88,102354.00,378.00,GM,,
12 12 sale mobile,Mobiles & Tablets,195.00,44.00,7.00,1.00,2.93,2.93,2.93,107012.00,352.00,EL,,
nebulizer machine,Health & Beauty,195.00,95.00,34.00,20.00,377.12,17.96,18.86,1286.00,401.00,FMCG,,
night dress for girls sexy hot short xxx,Fashion,195.00,56.00,2.00,1.00,6.76,6.76,6.76,5765.00,721.00,Fashion,,
mi watch,Medicine,195.00,98.00,19.00,2.00,13.42,6.71,6.71,10974.00,978.00,Others,,
make up kit for girls,Health & Beauty,195.00,79.00,11.00,2.00,10.32,5.16,5.16,10956.00,699.00,FMCG,,
free fire,Digital Goods,195.00,52.00,18.00,5.00,4.41,0.73,0.88,2981152.00,173.00,Digital Goods,,
cat accessories,Pet Supplies,195.00,73.00,26.00,10.00,21.69,1.97,2.17,126184.00,333.00,FMCG,,
eye lashes curler,Health & Beauty,195.00,118.00,71.00,20.00,34.47,1.50,1.72,8575.00,350.00,FMCG,,
laptop stand,Computers & Laptops,195.00,124.00,59.00,26.00,214.79,7.96,8.26,82362.00,938.00,EL,,
vivo s1 mobile,Mobiles & Tablets,195.00,47.00,5.00,0.00,0.00,0.00,0.00,36632.00,381.00,EL,,
wallets for women,Bags and Travel,195.00,91.00,19.00,3.00,15.64,5.21,5.21,111719.00,698.00,Fashion,,
bats,Sports & Outdoors,194.00,108.00,24.00,8.00,54.40,5.44,6.80,25214.00,806.00,GM,,
microwave,Home Appliances,194.00,110.00,37.00,10.00,3656.26,117.94,365.63,175173.00,338.00,EL,,
miss rose eyeshadow palette,Health & Beauty,193.00,108.00,31.00,10.00,61.87,4.76,6.19,3544.00,440.00,FMCG,,
cloth,Mother & Baby,194.00,27.00,1.00,0.00,0.00,0.00,0.00,1057032.00,442.00,FMCG,,
dishwasher,Home Appliances,194.00,75.00,5.00,1.00,534.58,534.58,534.58,173318.00,278.00,EL,,
l e d tv,TV Audio Video Gaming & Wearables,193.00,47.00,5.00,0.00,0.00,0.00,0.00,1456858.00,676.00,EL,,
leather jackets for women,Fashion,194.00,94.00,10.00,1.00,24.29,24.29,24.29,4912.00,536.00,Fashion,,
hair straightener 3 in 1,Health & Beauty,194.00,98.00,30.00,14.00,110.94,7.92,7.92,46147.00,390.00,FMCG,,
hand bag for girls in sale low price 500,Bags and Travel,194.00,50.00,3.00,1.00,3.58,3.58,3.58,66.00,66.00,Fashion,,
airdots,TV Audio Video Gaming & Wearables,193.00,88.00,34.00,14.00,139.80,9.99,9.99,79031.00,618.00,EL,,
nutella,Groceries,193.00,86.00,20.00,4.00,30.11,7.53,7.53,634.00,240.00,FMCG,,
night dress for couple,Fashion,193.00,73.00,4.00,0.00,0.00,0.00,0.00,25646.00,614.00,Fashion,,
jacket for women,Fashion,193.00,95.00,13.00,2.00,14.05,7.02,7.02,52948.00,451.00,Fashion,,
juicer blender,Home Appliances,193.00,86.00,21.00,7.00,101.86,14.55,14.55,26776.00,528.00,EL,,
jolo chips spicy,Groceries,193.00,78.00,8.00,0.00,0.00,0.00,0.00,712.00,262.00,FMCG,,
lenovo earbuds,TV Audio Video Gaming & Wearables,193.00,122.00,44.00,19.00,256.43,11.66,13.50,2351.00,395.00,EL,,
makeup organizer,Health & Beauty,194.00,106.00,28.00,9.00,79.33,6.10,8.81,81661.00,1087.00,FMCG,,
show piece,Furniture & Decor,192.00,50.00,8.00,3.00,22.53,5.63,7.51,1422236.00,768.00,GM,,
body spray for men,Health & Beauty,193.00,95.00,41.00,18.00,67.80,3.57,3.77,5744.00,487.00,FMCG,,
blutooth earphones,TV Audio Video Gaming & Wearables,193.00,104.00,50.00,18.00,149.57,7.87,8.31,158552.00,708.00,EL,,
perfume for women,Health & Beauty,193.00,100.00,40.00,14.00,67.08,3.19,4.79,35744.00,427.00,FMCG,,
chips,Groceries,193.00,89.00,37.00,4.00,9.30,1.86,2.32,242701.00,338.00,FMCG,,
transparent bag,Bags and Travel,193.00,75.00,17.00,5.00,25.36,5.07,5.07,59524.00,540.00,Fashion,,
motercycle,Motors,192.00,54.00,16.00,3.00,358.42,119.47,119.47,459608.00,458.00,GM,,
motor bikes,Motors,192.00,59.00,10.00,1.00,354.51,354.51,354.51,483144.00,499.00,GM,,
lenovo,Computers & Laptops,192.00,52.00,11.00,1.00,9.38,9.38,9.38,41057.00,638.00,EL,,
face mask for covid,Health & Beauty,192.00,99.00,29.00,8.00,20.13,1.83,2.52,73799.00,938.00,FMCG,,
fancy dresses for women,Fashion,192.00,102.00,5.00,2.00,11.69,5.84,5.84,45283.00,1018.00,Fashion,,
canbebe,Mother & Baby,192.00,103.00,69.00,35.00,2182.02,21.60,62.34,200.00,198.00,FMCG,,
vital tea,Groceries,192.00,118.00,79.00,36.00,1120.82,18.68,31.13,7811.00,259.00,FMCG,,
timing spray for sex,Health & Beauty,192.00,47.00,5.00,2.00,7.08,3.54,3.54,6.00,7.00,FMCG,,
baby toys for boys,Toys & Games,191.00,57.00,6.00,1.00,2.91,2.91,2.91,51239.00,1018.00,GM,,
lip balm for girls,Health & Beauty,191.00,80.00,21.00,2.00,4.99,1.66,2.49,2345612.00,332.00,FMCG,,
airpods pro case,TV Audio Video Gaming & Wearables,192.00,96.00,35.00,22.00,80.31,3.49,3.65,3885.00,808.00,EL,,
baby shoes,Fashion,190.00,76.00,13.00,4.00,17.02,2.84,4.26,86046.00,1020.00,Fashion,,
oppo a54 back cover,Mobiles & Tablets,190.00,114.00,40.00,12.00,51.13,3.65,4.26,3278.00,578.00,EL,,
hard ball bat,Sports & Outdoors,191.00,112.00,18.00,9.00,101.50,10.15,11.28,15816.00,535.00,GM,,
josh condom,Health & Beauty,191.00,113.00,64.00,34.00,121.66,2.53,3.58,76.00,76.00,FMCG,,
cycle for boys in low price 5000,Sports & Outdoors,191.00,54.00,5.00,0.00,0.00,0.00,0.00,12822.00,413.00,GM,,
dustbin,Laundry & Cleaning,191.00,92.00,35.00,9.00,48.96,4.45,5.44,30537.00,508.00,GM,,
air fryers,Home Appliances,190.00,116.00,25.00,8.00,909.08,101.01,113.64,8201.00,1018.00,EL,,
beauty products,Health & Beauty,190.00,87.00,21.00,9.00,32.89,2.99,3.65,1247442.00,1027.00,FMCG,,
dress for women,Fashion,191.00,95.00,12.00,2.00,16.94,8.47,8.47,576015.00,1099.00,Fashion,,
printers,Computers & Laptops,190.00,82.00,15.00,2.00,188.30,62.77,94.15,43925.00,1667.00,EL,,
bts accessories for school,Mobiles & Tablets,190.00,79.00,15.00,6.00,37.30,4.66,6.22,2170.00,468.00,EL,,
guns,Toys & Games,190.00,86.00,15.00,2.00,13.84,6.92,6.92,28055.00,458.00,GM,,
hair clips,Fashion,190.00,87.00,22.00,5.00,13.21,1.89,2.64,144178.00,708.00,Fashion,,
chappal for men,Fashion,190.00,91.00,20.00,5.00,48.88,4.89,9.78,17651.00,791.00,Fashion,,
bike cover,Motors,190.00,114.00,63.00,33.00,96.33,2.83,2.92,101159.00,2120.00,GM,,
make up brushes,Health & Beauty,188.00,101.00,44.00,17.00,70.91,3.55,4.17,278231.00,800.00,FMCG,,
wrist watch for girls,Watches Sunglasses Jewellery,188.00,106.00,33.00,13.00,50.66,3.17,3.90,555316.00,1176.00,Fashion,,
bata,Fashion,189.00,40.00,2.00,0.00,0.00,0.00,0.00,492.00,268.00,Fashion,,
kitchen appliances,Home Appliances,189.00,56.00,11.00,1.00,8.44,8.44,8.44,2362797.00,1028.00,EL,,
makeup kits for girls,Toys & Games,189.00,23.00,0.00,0.00,0.00,0.00,0.00,58547.00,278.00,GM,,
dolls,Toys & Games,189.00,104.00,19.00,5.00,23.20,4.64,4.64,440940.00,1023.00,GM,,
diary,Stationery & Craft,189.00,106.00,19.00,7.00,25.02,3.13,3.57,41614.00,772.00,GM,,
bts bags,Bags and Travel,189.00,87.00,28.00,12.00,167.21,12.86,13.93,652.00,232.00,Fashion,,
coats for men,Fashion,189.00,89.00,11.00,4.00,43.45,8.69,10.86,33651.00,555.00,Fashion,,
wall decoration,Furniture & Decor,189.00,88.00,30.00,9.00,40.03,4.00,4.45,869849.00,608.00,GM,,
wicket,Sports & Outdoors,189.00,101.00,31.00,10.00,33.20,3.32,3.32,727.00,510.00,GM,,
sofa cover 7 seater,Furniture & Decor,189.00,124.00,32.00,18.00,317.70,17.65,17.65,15962.00,698.00,GM,,
nose ring,Watches Sunglasses Jewellery,188.00,98.00,26.00,12.00,29.30,1.83,2.44,5426.00,1020.00,Fashion,,
mini bluetooth speaker,TV Audio Video Gaming & Wearables,188.00,98.00,40.00,18.00,65.62,3.28,3.65,14262.00,1039.00,EL,,
hover board,Sports & Outdoors,188.00,65.00,6.00,1.00,9.36,9.36,9.36,1190.00,290.00,GM,,
installment mobile,Mobiles & Tablets,188.00,90.00,29.00,0.00,0.00,0.00,0.00,6085313.00,288.00,EL,,
lemon max,Groceries,187.00,117.00,72.00,20.00,43.25,1.54,2.16,2933.00,188.00,FMCG,,
money box,Toys & Games,187.00,93.00,20.00,8.00,34.51,3.45,4.31,17521.00,1018.00,GM,,
mi band,Medicine,187.00,84.00,17.00,4.00,47.17,7.86,11.79,11412.00,279.00,Others,,
girl dress,Fashion,187.00,65.00,6.00,2.00,24.21,8.07,12.11,300925.00,508.00,Fashion,,
casual shoes for men,Fashion,187.00,94.00,9.00,2.00,42.82,14.27,21.41,30334.00,1018.00,Fashion,,
painting colours,Stationery & Craft,187.00,95.00,24.00,8.00,24.50,3.06,3.06,854829.00,360.00,GM,,
perfume for men branded original,Health & Beauty,187.00,72.00,17.00,6.00,77.41,5.53,12.90,26745.00,1020.00,FMCG,,
beater,Kitchen & Dining,186.00,100.00,35.00,11.00,63.32,4.87,5.76,81983.00,388.00,GM,,
kids accessories for girls,Toys & Games,186.00,40.00,6.00,2.00,29.64,5.93,14.82,191630.00,1192.00,GM,,
ssd 128gb,Computers & Laptops,187.00,86.00,25.00,6.00,148.61,21.23,24.77,2048.00,398.00,EL,,
velvet shawl,Fashion,187.00,107.00,10.00,0.00,0.00,0.00,0.00,1455.00,491.00,Fashion,,
vivo y21 mobile cover,Mobiles & Tablets,187.00,100.00,30.00,8.00,37.04,4.63,4.63,4678.00,543.00,EL,,
teeth whitening,Health & Beauty,187.00,107.00,49.00,21.00,64.21,2.92,3.06,7347.00,260.00,FMCG,,
mug,Kitchen & Dining,186.00,79.00,23.00,5.00,18.50,3.70,3.70,701689.00,851.00,GM,,
jaket for men,Fashion,186.00,75.00,10.00,2.00,21.90,7.30,10.95,29330.00,621.00,Fashion,,
makeup pouch,Health & Beauty,186.00,93.00,34.00,12.00,33.60,2.58,2.80,20984.00,578.00,FMCG,,
125 bike honda,Motors,186.00,81.00,26.00,3.00,2576.12,858.71,858.71,2435.00,658.00,GM,,
oneplus,Mobiles & Tablets,185.00,93.00,21.00,5.00,1220.00,203.33,244.00,46827.00,158.00,EL,,
haier refrigerator,Home Appliances,186.00,113.00,30.00,4.00,1392.69,278.54,348.17,359.00,330.00,EL,,
egg beater,Home Appliances,186.00,99.00,44.00,24.00,228.73,9.15,9.53,35130.00,1021.00,EL,,
external hard drive,Computers & Laptops,186.00,101.00,33.00,11.00,332.68,27.72,30.24,9640.00,453.00,EL,,
bts stationary,Stationery & Craft,186.00,80.00,11.00,1.00,3.08,3.08,3.08,1808.00,182.00,GM,,
zipper hoodies for girls,Fashion,186.00,115.00,32.00,8.00,65.17,8.15,8.15,3000.00,1020.00,Fashion,,
wall art hangings,Furniture & Decor,186.00,66.00,8.00,3.00,20.02,5.01,6.67,251093.00,718.00,GM,,
winter clothes for girls,Mother & Baby,186.00,29.00,1.00,0.00,0.00,0.00,0.00,11937.00,230.00,FMCG,,
uc pubg,Digital Goods,186.00,85.00,54.00,13.00,18.56,1.24,1.43,1769.00,240.00,Digital Goods,,
oven cover,Kitchen & Dining,186.00,119.00,75.00,42.00,63.22,1.47,1.51,20002.00,329.00,GM,,
sandwich maker 3 in 1,Home Appliances,186.00,98.00,20.00,9.00,258.08,25.81,28.68,35329.00,258.00,EL,,
best friend locket,Watches Sunglasses Jewellery,185.00,102.00,31.00,15.00,30.87,2.06,2.06,19864.00,288.00,Fashion,,
cream,Health & Beauty,185.00,39.00,12.00,2.00,3.90,1.95,1.95,683073.00,690.00,FMCG,,
watch for boys stylish,Watches Sunglasses Jewellery,185.00,81.00,21.00,5.00,13.89,2.78,2.78,11525.00,412.00,Fashion,,
magnetic charging cable,Mobiles & Tablets,184.00,115.00,64.00,26.00,79.57,2.57,3.06,31405.00,1309.00,EL,,
jewelry,Watches Sunglasses Jewellery,184.00,89.00,23.00,1.00,1.91,1.91,1.91,2126332.00,1166.00,Fashion,,
make up box,Health & Beauty,185.00,81.00,30.00,9.00,29.00,3.22,3.22,310291.00,516.00,FMCG,,
mob cover,Mobiles & Tablets,185.00,29.00,1.00,0.00,0.00,0.00,0.00,226782.00,1019.00,EL,,
kichen accessories new,Kitchen & Dining,185.00,81.00,34.00,11.00,29.57,1.97,2.69,812635.00,1018.00,GM,,
had phone bluetooth for mobile,TV Audio Video Gaming & Wearables,185.00,65.00,19.00,4.00,18.03,3.61,4.51,166691.00,678.00,EL,,
cake stand,Kitchen & Dining,185.00,71.00,17.00,8.00,31.86,3.54,3.98,22487.00,1021.00,GM,,
popet toy,Toys & Games,185.00,104.00,35.00,12.00,48.34,4.03,4.03,645.00,520.00,GM,,
shampoo and conditioner,Health & Beauty,185.00,56.00,12.00,0.00,0.00,0.00,0.00,68983.00,769.00,FMCG,,
mac foundation,Health & Beauty,184.00,93.00,10.00,4.00,13.38,3.34,3.34,146.00,146.00,FMCG,,
card holder,Bags and Travel,184.00,77.00,14.00,3.00,4.59,1.53,1.53,128789.00,1055.00,Fashion,,
hair band,Fashion,183.00,63.00,24.00,5.00,6.07,1.21,1.21,156510.00,438.00,Fashion,,
bridal jewellery set,Watches Sunglasses Jewellery,183.00,87.00,16.00,2.00,17.00,4.25,8.50,268226.00,1019.00,Fashion,,
cactus toy,Toys & Games,184.00,99.00,31.00,12.00,141.14,10.86,11.76,2540.00,174.00,GM,,
amazfit,TV Audio Video Gaming & Wearables,183.00,97.00,28.00,5.00,571.31,114.26,114.26,5066.00,239.00,EL,,
beard oil,Health & Beauty,183.00,108.00,47.00,21.00,66.45,3.02,3.16,7717.00,570.00,FMCG,,
dress coat for men,Fashion,183.00,65.00,5.00,3.00,300.81,50.14,100.27,34489.00,1637.00,Fashion,,
generation clothing,Fashion,183.00,85.00,6.00,0.00,0.00,0.00,0.00,194342.00,242.00,Fashion,,
parfume for men,Health & Beauty,183.00,85.00,39.00,15.00,79.07,4.16,5.27,38667.00,826.00,FMCG,,
projector mini,"TV, Audio / Video, Gaming & Wearables",183.00,78.00,12.00,5.00,66.53,13.31,13.31,42241.00,369.00,EL,,
ps5 console,TV Audio Video Gaming & Wearables,182.00,74.00,8.00,1.00,3.59,3.59,3.59,41138.00,250.00,EL,,
sweaters for men,Fashion,182.00,81.00,10.00,1.00,10.39,10.39,10.39,9955.00,1239.00,Fashion,,
torch light,Sports & Outdoors,183.00,97.00,32.00,8.00,36.56,3.66,4.57,60879.00,998.00,GM,,
golden pearl,Health & Beauty,181.00,53.00,28.00,9.00,29.50,2.11,3.28,10851.00,292.00,FMCG,,
travelling bags,Bags and Travel,183.00,88.00,13.00,5.00,58.66,9.78,11.73,842654.00,938.00,Fashion,,
netflix account subscription,Digital Goods,182.00,116.00,46.00,18.00,37.84,1.89,2.10,2632.00,180.00,Digital Goods,,
coffee mug,Kitchen & Dining,182.00,94.00,18.00,4.00,17.71,4.43,4.43,701986.00,938.00,GM,,
blender,Home Appliances,183.00,88.00,18.00,11.00,166.47,15.13,15.13,63456.00,912.00,EL,,
color box,Stationery & Craft,183.00,94.00,13.00,2.00,4.59,2.29,2.29,482366.00,348.00,GM,,
teddy bear for girls,Toys & Games,183.00,80.00,11.00,5.00,63.26,12.65,12.65,1304.00,670.00,GM,,
balloon,Toys & Games,182.00,89.00,22.00,6.00,13.62,1.36,2.27,78664.00,1019.00,GM,,
milk pack,Groceries,182.00,71.00,21.00,5.00,30.15,6.03,6.03,7852.00,358.00,FMCG,,
largo cream for men original sex,Health & Beauty,182.00,35.00,5.00,2.00,12.03,6.02,6.02,63.00,63.00,FMCG,,
edenrobe,Fashion,182.00,60.00,16.00,5.00,115.38,14.42,23.08,376.00,374.00,Fashion,,
fairy lights battery operated,Furniture & Décor,182.00,115.00,55.00,22.00,55.04,2.39,2.50,35821.00,788.00,GM,,
cat litter,Pet Supplies,182.00,134.00,93.00,62.00,364.71,5.61,5.88,5206.00,488.00,FMCG,,
xxx girl and boy video,Fashion,182.00,28.00,2.00,0.00,0.00,0.00,0.00,15357.00,271.00,Fashion,,
super asia washing machine,Home Appliances,182.00,109.00,21.00,7.00,1666.40,119.03,238.06,281.00,278.00,EL,,
aloe vera gel,Health & Beauty,181.00,111.00,63.00,26.00,46.33,1.49,1.78,4749.00,350.00,FMCG,,
ndure shoes for men,Fashion,181.00,70.00,2.00,0.00,0.00,0.00,0.00,1599.00,700.00,Fashion,,
national iron,Home Appliances,181.00,107.00,32.00,19.00,244.18,11.63,12.85,2141.00,505.00,EL,,
men jackets,Fashion,181.00,92.00,11.00,2.00,14.56,7.28,7.28,39486.00,1545.00,Fashion,,
candy,Mobiles & Tablets,181.00,55.00,20.00,7.00,2014.12,167.84,287.73,372759.00,669.00,EL,,
boys clothes,Mother & Baby,181.00,26.00,4.00,1.00,22.37,7.46,22.37,38978.00,568.00,FMCG,,
painting,Fashion,181.00,30.00,0.00,0.00,0.00,0.00,0.00,1891329.00,783.00,Fashion,,
serum for glowing skin,Health & Beauty,181.00,97.00,44.00,18.00,57.12,2.86,3.17,25628.00,783.00,FMCG,,
sneakers for women,Fashion,181.00,118.00,32.00,5.00,79.97,15.99,15.99,153446.00,1008.00,Fashion,,
poco x3 cover,Mobiles & Tablets,181.00,91.00,36.00,17.00,65.50,3.45,3.85,6916.00,608.00,EL,,
hair bands for girls stylish,Fashion,179.00,61.00,18.00,6.00,10.54,1.76,1.76,22246.00,461.00,Fashion,,
jbl bluetooth speaker,TV Audio Video Gaming & Wearables,178.00,107.00,26.00,6.00,93.43,15.57,15.57,6254.00,519.00,EL,,
ertugrul ring,Watches Sunglasses Jewellery,178.00,95.00,34.00,13.00,27.06,1.80,2.08,1952.00,158.00,Fashion,,
nails kit,Health & Beauty,179.00,83.00,26.00,9.00,47.65,4.77,5.29,160109.00,463.00,FMCG,,
computer chair,Furniture & Decor,180.00,81.00,22.00,6.00,358.47,59.74,59.74,107214.00,588.00,GM,,
pakistan live match 2021,Watches Sunglasses Jewellery,179.00,12.00,0.00,0.00,0.00,0.00,0.00,259590.00,70.00,Fashion,,
air conditioner,Home Appliances,180.00,75.00,28.00,11.00,7456.49,466.03,677.86,104013.00,518.00,EL,,
mask for corona,Health & Beauty,180.00,83.00,25.00,11.00,22.47,2.04,2.04,162244.00,1028.00,FMCG,,
iphone xs,Mobiles & Tablets,180.00,20.00,2.00,0.00,0.00,0.00,0.00,41879.00,232.00,EL,,
happy birthday decoration,Toys & Games,180.00,106.00,31.00,10.00,38.27,3.19,3.83,239038.00,839.00,GM,,
heel pads,Fashion,180.00,100.00,57.00,29.00,56.41,1.88,1.95,8039.00,353.00,Fashion,,
grill pan,Kitchen & Dining,180.00,80.00,24.00,8.00,119.64,14.95,14.95,11098.00,578.00,GM,,
chocolates,Groceries,180.00,80.00,21.00,5.00,18.08,2.58,3.62,107302.00,548.00,FMCG,,
vanity lights,Furniture & Decor,180.00,104.00,46.00,25.00,308.60,10.64,12.34,9389.00,327.00,GM,,
air purifier,Home Appliances,179.00,93.00,21.00,8.00,1082.83,135.35,135.35,56626.00,921.00,EL,,
12 tola,Mobiles & Tablets,179.00,4.00,2.00,0.00,0.00,0.00,0.00,2298470.00,84.00,EL,,
maybelline makeup,Health & Beauty,179.00,73.00,17.00,3.00,22.24,3.71,7.41,494.00,414.00,FMCG,,
iphone xs max,Mobiles & Tablets,179.00,29.00,4.00,1.00,3.04,3.04,3.04,41548.00,195.00,EL,,
drees for girls,Fashion,179.00,69.00,5.00,0.00,0.00,0.00,0.00,298435.00,1022.00,Fashion,,
bts accessories for girls bags,Bags and Travel,179.00,19.00,1.00,1.00,3.25,3.25,3.25,965884.00,138.00,Fashion,,
dove soap,Health & Beauty,179.00,89.00,27.00,7.00,40.82,4.54,5.83,346.00,218.00,FMCG,,
type c cable,Mobiles & Tablets,179.00,89.00,40.00,11.00,25.04,2.09,2.28,60615.00,888.00,EL,,
scarfs for girls hijab,Fashion,179.00,76.00,11.00,10.00,31.65,2.88,3.17,17341.00,335.00,Fashion,,
air buds audionic,TV Audio Video Gaming & Wearables,178.00,57.00,14.00,4.00,73.17,18.29,18.29,1079.00,300.00,EL,,
voilet for men,Bags and Travel,180.00,92.00,13.00,4.00,22.84,5.71,5.71,98578.00,508.00,Fashion,,
name mask,Health & Beauty,177.00,69.00,23.00,7.00,16.15,2.02,2.31,162012.00,290.00,FMCG,,
neutrogena,Health & Beauty,177.00,74.00,21.00,7.00,93.20,11.65,13.31,230.00,218.00,FMCG,,
pussy,Fashion,178.00,15.00,0.00,0.00,0.00,0.00,0.00,32576.00,208.00,Fashion,,
sports shoes for men,Fashion,178.00,95.00,14.00,4.00,22.45,5.61,5.61,60802.00,548.00,Fashion,,
car air freshener,Motors,178.00,74.00,27.00,13.00,34.79,2.49,2.68,13181.00,538.00,GM,,
led bulb,Furniture & Decor,177.00,78.00,15.00,3.00,15.76,3.15,5.25,242549.00,1745.00,GM,,
i pad mini 5,Mobiles & Tablets,177.00,42.00,4.00,0.00,0.00,0.00,0.00,36264.00,160.00,EL,,
i phone 13 pro max,Mobiles & Tablets,177.00,64.00,11.00,0.00,0.00,0.00,0.00,5914743.00,109.00,EL,,
gym,Sports & Outdoors,177.00,73.00,19.00,8.00,99.04,12.38,12.38,174796.00,488.00,GM,,
